tweet_id,username,text,tweet_date,search_term,lat,long,radius
1231031967552081920,"-`,Jûłan📪📫",its rona szn... but theres no ronas pic.twitter.com/cl3u7gAS3c,2020-02-22 01:44:27,rona,29.760427,-95.369804,15mi
1233765774310899712,Jerry,So the prices Gonna go down or what ? It’s rona season boys https://twitter.com/Bossip/status/1233406839523565568 …,2020-02-29 14:47:37,rona,29.760427,-95.369804,15mi
1210658875642449921,Asad Chandio,"citizenship bill par randi rona kyun macha rahe hai.very logical.sub continent ke non muslims india se panah nhn mangege toh kisse mangege.padhe likhe liberal muslims isko discriminatory bol rahe hai sunkar dil toot gaya.
aap kya samajhte hai?
(Message)",2019-12-27 20:29:03,rona,29.760427,-95.369804,15mi
1218621861719879681,Josué,Esa es Rona,2020-01-18 19:51:07,rona,29.760427,-95.369804,15mi
1221415505250213888,asif rizvi,Rona lela,2020-01-26 12:52:03,rona,29.760427,-95.369804,15mi
1223830500881715200,bree,educate urself. c*rona virus is just the flu. the people that are dying from it are the same people who would die from a regular case of the flu,2020-02-02 04:48:23,rona,29.760427,-95.369804,15mi
1237888152783609856,TC 🤙🏽,Patiently waiting on @iamdesibanks to make a video on this Rona Virus,2020-03-11 23:48:29,rona,29.760427,-95.369804,15mi
1237886356623220738,DJ Professor X,Dat Rona affecting crawfish prices ? Asking for myself,2020-03-11 23:41:20,rona,29.760427,-95.369804,15mi
1237876213735014403,Jared 🏁🇨🇲,Lmfaooo The Rona  https://twitter.com/yes_indee_d/status/1237876018079121408 …,2020-03-11 23:01:02,rona,29.760427,-95.369804,15mi
1237876170382704640,👑Pennie,WWIII kobe now the rona..  Man throw 2020 away,2020-03-11 23:00:52,rona,29.760427,-95.369804,15mi
1237866520828493824,JJ,One last post before the Rona gets my ass  pic.twitter.com/08OBTE1OrM,2020-03-11 22:22:31,rona,29.760427,-95.369804,15mi
1237860244316774401,THE HENDRIQS EXPERIENCE,I hope they never find a cure for this Rona shit cause life is 60% off rn,2020-03-11 21:57:35,rona,29.760427,-95.369804,15mi
1237857125822431234,𝑩𝒓𝒂𝒏𝒅𝒐𝒏,The Rona got niggas scared to cough at work ,2020-03-11 21:45:11,rona,29.760427,-95.369804,15mi
1237827815791366151,HOT BOY KEL 🔥,“The rona”  https://twitter.com/_AndreMarquis_/status/1237345949569224704 …,2020-03-11 19:48:43,rona,29.760427,-95.369804,15mi
1237820204136218624,Whit 🍫,"Honestly half my family was sick over Christmas break we probably already had The Rona, tbh.",2020-03-11 19:18:28,rona,29.760427,-95.369804,15mi
1237803507207602177,Carol Baskins is a bitch,Wait God can’t protect you from the rona either ? https://twitter.com/TheBrookeAsh/status/1237798996283920384 …,2020-03-11 18:12:08,rona,29.760427,-95.369804,15mi
1237798189916356608,🌺🌹,the rona*  https://twitter.com/_AndreMarquis_/status/1237345949569224704 …,2020-03-11 17:51:00,rona,29.760427,-95.369804,15mi
1237791825081098240,Madssss🦋,They cancelled the rodeo bc of the rona ,2020-03-11 17:25:42,rona,29.760427,-95.369804,15mi
1237615975186534400,wash your hands,The lab I work at is so chaotic rn. The rona got everybody going crazy bc we’ve been getting so many tests for it & it’s just my luck that I would be getting sick during all of this,2020-03-11 05:46:56,rona,29.760427,-95.369804,15mi
1237502361918029824,Comfortable⚜Views,That boy got that Rona Hahn,2020-03-10 22:15:29,rona,29.760427,-95.369804,15mi
1237465818545471488,Khepri 🦋,"If they gone make us take classes online cause of the Rona, they might as well start that shit RIGHT NOW baby girl. 

Missy Me is not tryna take this exam tomorrow ",2020-03-10 19:50:16,rona,29.760427,-95.369804,15mi
1237363230156173312,DRAKE,"RONA SZN
We really out here B! pic.twitter.com/6uCiJ0mQSD",2020-03-10 13:02:37,rona,29.760427,-95.369804,15mi
1237144644460457985,knee gull odie yon,Tbh I’m ready for the rona to make me work from home. I need a break lol,2020-03-09 22:34:02,rona,29.760427,-95.369804,15mi
1237077045332631557,🍊,louisiana got that first case of rona,2020-03-09 18:05:26,rona,29.760427,-95.369804,15mi
1240789984707252225,danielle johnson,"I just heard @J0rdan_J yell “I CANT FIND ANY TOILET PAPER HERE” into his xbox headset, didn’t realize the Rona made its way into video games....",2020-03-19 23:59:19,rona,29.760427,-95.369804,15mi
1240785907826987008,SC - latreceee,i cannot wait for this Rona shit to pass,2020-03-19 23:43:07,rona,29.760427,-95.369804,15mi
1240780011461885952,MSDAVIS2THEM,It’s only 1.50 lol but next tine imma check my food before I leave I usually do but rona got us in and out lol,2020-03-19 23:19:41,rona,29.760427,-95.369804,15mi
1240778928886775809,MSDAVIS2THEM,Black ppl don’t listen tell a bitch you want all flats pay $1.50 more for them get ya food it’s one fuckin flat in there rest drums ..they lucky Rona outside cuz I would have skrrtttt skrttttt so fast,2020-03-19 23:15:23,rona,29.760427,-95.369804,15mi
1240778890550730753,THE BIGWOOD,I’m sorry but if u cough around me more than once imma assume u got that rona. Imma jump up and call u out and everything idc.,2020-03-19 23:15:14,rona,29.760427,-95.369804,15mi
1240774222684868610,Crystal💋,"work has never kicked my ass like today, this rona drive-thru ain't no joke",2020-03-19 22:56:41,rona,29.760427,-95.369804,15mi
1240769643322712071,Bryant Mooney,"My birthday is cancelled, I'm not celebrating this year cause...'Rona! pic.twitter.com/N2ke45ZJMy",2020-03-19 22:38:30,rona,29.760427,-95.369804,15mi
1240761856047886336,@wad_el,Mf'ers I don't like get the 'rona and take their census,2020-03-19 22:07:33,rona,29.760427,-95.369804,15mi
1240755449210843143,kArSoN 🦖,I’m already on tinder and bumble  miss Rona is acting out,2020-03-19 21:42:05,rona,29.760427,-95.369804,15mi
1240752182665904129,julz,"i appeared bc i’m ur only friend , plus i got rona & im quarantined ",2020-03-19 21:29:07,rona,29.760427,-95.369804,15mi
1240745806803677190,Andrew King,Yassss. That crackhead has all kinds of ideas these days. I have to watch every. single. message I send. Rona got her on sick leave.,2020-03-19 21:03:46,rona,29.760427,-95.369804,15mi
1240744833293135893,Karol Baskin,Rona got me actin different,2020-03-19 20:59:54,rona,29.760427,-95.369804,15mi
1240730729102872576,powpow,what if Rona was only meant for boomers? = world problems,2020-03-19 20:03:52,rona,29.760427,-95.369804,15mi
1240727171104112642,(So-Ray-Uh),Next time a lame ass nigga slide in my dm’s Imma just say I got that rona,2020-03-19 19:49:43,rona,29.760427,-95.369804,15mi
1240720526412328961,day,A wild wild place man  dat Rona got everyone acting a damn fool,2020-03-19 19:23:19,rona,29.760427,-95.369804,15mi
1240709280128364545,Cavalli B. Luciano🐺⚜️☯️,I’m on this GTA5 and no Rona on this bih lol  ppl still living they best life ,2020-03-19 18:38:38,rona,29.760427,-95.369804,15mi
